STT,question,answer,,
TB_362,Phòng Quản lý Đào tạo và Công tác Sinh viên có trách nhiệm gì theo thông báo số 362/TB-ĐHBD của Trường Đại học Bình Dương?,"Phòng Quản lý Đào tạo và Công tác Sinh viên có trách nhiệm tổng hợp thông tin phản hồi của các Khoa, Viện, Trung tâm và báo cáo Ban Giám hiệu trước ngày 10 tháng 5 năm 2024 (thứ Sáu) theo thông báo số 362/TB-ĐHBD.",,
TB_362,Thông báo số 362/TB-ĐHBD của Trường Đại học Bình Dương được ban hành dựa trên đề xuất của đơn vị nào?,"Thông báo số 362/TB-ĐHBD của Trường Đại học Bình Dương được ban hành dựa trên đề xuất của Phòng Quản lý Đào tạo và Công tác Sinh viên về việc xây dựng cơ sở dữ liệu kết nối với các Khoa, Viện, Trung tâm liên quan công tác đào tạo và công tác sinh viên.",,
TB_362,Việc cử đầu mối phối hợp theo thông báo số 362/TB-ĐHBD của Trường Đại học Bình Dương nhằm mục đích gì?,"Việc cử đầu mối phối hợp theo thông báo số 362/TB-ĐHBD của Trường Đại học Bình Dương nhằm tạo cơ chế phối hợp hiệu quả, minh bạch và có trách nhiệm giữa các đơn vị trong công tác đào tạo và công tác sinh viên.",,
TB_362,"Theo thông báo số 362/TB-ĐHBD, đầu mối phối hợp giữa các đơn vị và Phòng Quản lý Đào tạo và Công tác Sinh viên phải đảm bảo điều kiện gì?","Theo thông báo số 362/TB-ĐHBD, đầu mối phối hợp giữa các đơn vị và Phòng Quản lý Đào tạo và Công tác Sinh viên phải đảm bảo khả năng tiếp nhận thông tin, xử lý công việc kịp thời và chịu trách nhiệm bảo mật thông tin dữ liệu theo quy định.",,
TB_362,Thông báo số 362/TB-ĐHBD của Trường Đại học Bình Dương yêu cầu các đơn vị nào cung cấp đầu mối phối hợp?,"Thông báo số 362/TB-ĐHBD của Trường Đại học Bình Dương yêu cầu các Khoa, Viện và Trung tâm cung cấp đầu mối phối hợp liên quan đến công tác đào tạo và công tác sinh viên.",,
TB_362,"Theo thông báo số 362/TB-ĐHBD của Trường Đại học Bình Dương, mục tiêu của việc thiết lập đầu mối phối hợp là gì?","Theo thông báo số 362/TB-ĐHBD của Trường Đại học Bình Dương, mục tiêu của việc thiết lập đầu mối phối hợp là tạo cơ chế phối hợp hiệu quả, minh bạch và có trách nhiệm giữa các đơn vị trong công tác đào tạo và công tác sinh viên.",,
TB_362,"Theo thông báo số 362/TB-ĐHBD, việc xây dựng cơ sở dữ liệu đầu mối phối hợp phải đảm bảo yêu cầu gì?","Theo thông báo số 362/TB-ĐHBD, việc xây dựng cơ sở dữ liệu đầu mối phối hợp phải đảm bảo tính kết nối và bảo mật dữ liệu của từng đơn vị.",,
TB_362,Đơn vị nào đề xuất việc xây dựng cơ sở dữ liệu kết nối các đầu mối công tác đào tạo và công tác sinh viên theo thông báo số 362/TB-ĐHBD?,Phòng Quản lý Đào tạo và Công tác Sinh viên là đơn vị đề xuất việc xây dựng cơ sở dữ liệu kết nối các đầu mối công tác đào tạo và công tác sinh viên theo thông báo số 362/TB-ĐHBD.,,
TB_369,Thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương áp dụng cho đối tượng nào?,Thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương áp dụng cho sinh viên trình độ đại học tại cơ sở chính của Trường Đại học Bình Dương.,,
TB_369,Sinh viên thuộc những trường hợp nào được tiếp nhận hồ sơ theo thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương?,"Sinh viên thuộc các trường hợp được tiếp nhận hồ sơ theo thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương bao gồm: sinh viên có nguyện vọng bảo lưu, thôi học, chuyển ngành; sinh viên xin nhập học lại sau khi hết thời gian bảo lưu hoặc bị buộc thôi học; sinh viên chính quy xin chuyển sang hình thức vừa làm vừa học.",,
TB_369,Thời gian tiếp nhận hồ sơ theo thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương là khi nào?,Thời gian tiếp nhận hồ sơ theo thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương là từ ngày 13 tháng 5 năm 2024 (Thứ Hai) đến 17 giờ 00 ngày 18 tháng 5 năm 2024 (Thứ Bảy).,,
TB_369,Thời gian xử lý và trả kết quả hồ sơ theo thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương là khi nào?,Thời gian xử lý và trả kết quả hồ sơ theo thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương là từ ngày 20 tháng 5 năm 2024 (Thứ Hai) đến 17 giờ 00 ngày 24 tháng 5 năm 2024 (Thứ Sáu).,,
TB_369,"Theo thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương, sinh viên nộp hồ sơ tại đâu?","Theo thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương, sinh viên nộp hồ sơ tại Phòng Tuyển sinh, số 504, Đại lộ Bình Dương, phường Hiệp Thành, thành phố Thủ Dầu Một, tỉnh Bình Dương.",,
TB_369,Sinh viên có thể tham khảo mẫu đơn liên quan đến hồ sơ tại đâu theo thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương?,Sinh viên có thể tham khảo mẫu đơn liên quan đến hồ sơ tại website của Phòng Quản lý Đào tạo và Công tác Sinh viên Trường Đại học Bình Dương: https://daotao.bdu.edu.vn/index.php/sinh-vien/van-ban-bieu-mau-cap-nhat-nam-2022-40.html.,,
TB_369,"Theo thông báo số 369/TB-ĐHBD, Phòng Tuyển sinh của Trường Đại học Bình Dương có trách nhiệm gì?","Theo thông báo số 369/TB-ĐHBD, Phòng Tuyển sinh của Trường Đại học Bình Dương có trách nhiệm cử nhân sự tiếp nhận hồ sơ của sinh viên và kiểm tra các minh chứng liên quan trong hồ sơ.",,
TB_369,Phòng Quản lý Đào tạo và Công tác Sinh viên của Trường Đại học Bình Dương có nhiệm vụ gì theo thông báo số 369/TB-ĐHBD?,"Phòng Quản lý Đào tạo và Công tác Sinh viên của Trường Đại học Bình Dương có nhiệm vụ phối hợp với các đơn vị liên quan kiểm tra, xử lý hồ sơ và tham mưu Ban Giám hiệu ban hành các quyết định liên quan.",,
TB_369,"Theo thông báo số 369/TB-ĐHBD, Phòng Tài chính của Trường Đại học Bình Dương thực hiện công việc gì?","Theo thông báo số 369/TB-ĐHBD, Phòng Tài chính của Trường Đại học Bình Dương có nhiệm vụ thu học phí và lệ phí liên quan nếu có.",,
TB_369,Sinh viên cần làm gì để thực hiện đúng theo thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương?,"Sinh viên cần thực hiện đúng hướng dẫn của thông báo số 369/TB-ĐHBD của Trường Đại học Bình Dương, nộp hồ sơ đầy đủ và đúng thời gian quy định.",,
TB_369,"Trong quá trình thực hiện các thủ tục theo thông báo số 369/TB-ĐHBD, sinh viên và các đơn vị có thể liên hệ ở đâu để được hỗ trợ?","Trong quá trình thực hiện các thủ tục theo thông báo số 369/TB-ĐHBD, sinh viên và các đơn vị có thể liên hệ qua email daotao@bdu.edu.vn của Phòng Quản lý Đào tạo và Công tác Sinh viên để được hỗ trợ.",,
TB_369,"Theo thông báo số 369/TB-ĐHBD, đơn vị nào có trách nhiệm cập nhật thông tin về tiếp nhận hồ sơ lên cổng thông tin điện tử của Trường Đại học Bình Dương?","Theo thông báo số 369/TB-ĐHBD, Phòng Quản lý Đào tạo và Công tác Sinh viên, các Khoa, Viện, Trung tâm có trách nhiệm cập nhật thông tin về tiếp nhận hồ sơ lên cổng thông tin điện tử của Trường Đại học Bình Dương.",,
TB_369,"Theo thông báo số 369/TB-ĐHBD, giáo viên chủ nhiệm có trách nhiệm gì trong việc triển khai thông tin đến sinh viên?","Theo thông báo số 369/TB-ĐHBD, giáo viên chủ nhiệm có trách nhiệm cập nhật thông báo và hướng dẫn sinh viên thực hiện đúng, đủ hồ sơ và nộp trong thời gian quy định.",,
TB_369,"Theo thông báo số 369/TB-ĐHBD, sinh viên chính quy muốn chuyển sang hình thức vừa làm vừa học cần đáp ứng điều kiện gì?","Theo thông báo số 369/TB-ĐHBD, sinh viên chính quy muốn chuyển sang hình thức vừa làm vừa học cần đảm bảo còn đủ thời gian học tập theo quy định đối với hình thức đào tạo vừa làm vừa học.",,
TB_370,Thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương áp dụng cho đối tượng nào?,"Thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương áp dụng cho sinh viên trình độ đại học, hình thức đào tạo chính quy tại cơ sở chính Trường Đại học Bình Dương.",,
TB_370,"Theo thông báo số 370/TB-ĐHBD, sinh viên được xét miễn, chuyển đổi kết quả học tập trong trường hợp nào?","Theo thông báo số 370/TB-ĐHBD, sinh viên được xét miễn, chuyển đổi kết quả học tập nếu có nguyện vọng và đủ điều kiện theo quy định của Trường Đại học Bình Dương và theo Quy chế đào tạo.",,
TB_370,"Thời gian tiếp nhận hồ sơ xét miễn, chuyển đổi kết quả học tập theo thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương là khi nào?","Thời gian tiếp nhận hồ sơ xét miễn, chuyển đổi kết quả học tập theo thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương là từ ngày 13 tháng 5 năm 2024 (thứ Hai) đến 17 giờ 00 ngày 18 tháng 5 năm 2024 (thứ Bảy).",,
TB_370,"Thời gian xử lý và trả kết quả hồ sơ xét miễn, chuyển đổi kết quả học tập theo thông báo số 370/TB-ĐHBD là khi nào?","Thời gian xử lý và trả kết quả hồ sơ xét miễn, chuyển đổi kết quả học tập theo thông báo số 370/TB-ĐHBD là từ ngày 20 tháng 5 năm 2024 (thứ Hai) đến 17 giờ 00 ngày 24 tháng 5 năm 2024 (thứ Sáu).",,
TB_370,"Sinh viên nộp hồ sơ xét miễn, chuyển đổi kết quả học tập tại đâu theo thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương?","Sinh viên nộp hồ sơ xét miễn, chuyển đổi kết quả học tập tại Bộ phận một cửa – Phòng Tuyển sinh, số 504, Đại lộ Bình Dương, phường Hiệp Thành, thành phố Thủ Dầu Một, tỉnh Bình Dương.",,
TB_370,"Theo thông báo số 370/TB-ĐHBD, hồ sơ xét miễn, chuyển đổi kết quả học tập của sinh viên cần có những giấy tờ gì?","Theo thông báo số 370/TB-ĐHBD, hồ sơ xét miễn, chuyển đổi kết quả học tập của sinh viên cần có văn bằng, chứng chỉ, bảng kết quả học tập tương đương, bản sao y có công chứng, chứng thực và có xác nhận dấu độ của đơn vị liên quan.",,
TB_370,"Sinh viên có thể tải mẫu biểu xét miễn, chuyển đổi kết quả học tập ở đâu theo thông báo số 370/TB-ĐHBD?","Sinh viên có thể tải mẫu biểu xét miễn, chuyển đổi kết quả học tập tại website Phòng Quản lý Đào tạo và Công tác Sinh viên Trường Đại học Bình Dương, địa chỉ: https://daotao.bdu.edu.vn/index.php/sinh-vien/van-ban-bieu-mau-cap-nhat-nam-2022-40.html, biểu số thứ tự 6.",,
TB_370,"Theo thông báo số 370/TB-ĐHBD, giáo viên chủ nhiệm của Trường Đại học Bình Dương có trách nhiệm gì trong việc hỗ trợ sinh viên?","Theo thông báo số 370/TB-ĐHBD, giáo viên chủ nhiệm của Trường Đại học Bình Dương có trách nhiệm cập nhật thông báo và hướng dẫn sinh viên thực hiện đúng, đủ hồ sơ và đúng thời gian quy định.",,
TB_370,"Theo thông báo số 370/TB-ĐHBD, đơn vị nào có trách nhiệm tiếp nhận hồ sơ xét miễn, chuyển đổi kết quả học tập của sinh viên?","Theo thông báo số 370/TB-ĐHBD, Phòng Tuyển sinh của Trường Đại học Bình Dương có trách nhiệm tiếp nhận hồ sơ xét miễn, chuyển đổi kết quả học tập của sinh viên.",,
TB_370,"Theo thông báo số 370/TB-ĐHBD, Phòng Quản lý Đào tạo và Công tác Sinh viên có trách nhiệm gì trong quy trình xét miễn, chuyển đổi kết quả học tập?","Theo thông báo số 370/TB-ĐHBD, Phòng Quản lý Đào tạo và Công tác Sinh viên có trách nhiệm phối hợp với các đơn vị liên quan kiểm tra hồ sơ, tham mưu thành lập Hội đồng xét miễn, chuyển đổi kết quả học tập và báo cáo Ban Giám hiệu ban hành các quyết định liên quan.",,
TB_370,"Theo thông báo số 370/TB-ĐHBD, Phòng Tài chính – Kế toán của Trường Đại học Bình Dương có nhiệm vụ gì?","Theo thông báo số 370/TB-ĐHBD, Phòng Tài chính – Kế toán của Trường Đại học Bình Dương có nhiệm vụ thu học phí và lệ phí liên quan nếu có.",,
TB_370,Sinh viên cần thực hiện như thế nào để đúng theo thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương?,"Sinh viên cần thực hiện đúng theo hướng dẫn của thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương, nộp hồ sơ đầy đủ và đúng thời gian quy định.",,
TB_370,Sinh viên và các đơn vị có vướng mắc trong quá trình thực hiện thông báo số 370/TB-ĐHBD có thể liên hệ ở đâu để được hỗ trợ?,Sinh viên và các đơn vị có vướng mắc trong quá trình thực hiện thông báo số 370/TB-ĐHBD có thể liên hệ qua email daotao@bdu.edu.vn của Phòng Quản lý Đào tạo và Công tác Sinh viên để được hỗ trợ.,,
TB_370,"Theo thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương, đơn vị nào có trách nhiệm thông báo thông tin xét miễn, chuyển đổi kết quả học tập lên cổng thông tin điện tử của Trường?","Theo thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương, Phòng Quản lý Đào tạo và Công tác Sinh viên, các Khoa, Viện, Trung tâm có trách nhiệm thông báo thông tin xét miễn, chuyển đổi kết quả học tập lên cổng thông tin điện tử của Trường và của đơn vị.",,
TB_370,"Theo thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương, Hội đồng nào sẽ được thành lập để xét miễn, chuyển đổi kết quả học tập của sinh viên?","Theo thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương, Hội đồng xét miễn, chuyển đổi kết quả học tập sẽ được thành lập để kiểm tra và xét duyệt hồ sơ của sinh viên.",,
TB_370,"Theo thông báo số 370/TB-ĐHBD, sinh viên nộp hồ sơ xét miễn, chuyển đổi kết quả học tập cần thực hiện điều gì quan trọng?","Theo thông báo số 370/TB-ĐHBD, sinh viên nộp hồ sơ xét miễn, chuyển đổi kết quả học tập cần thực hiện đúng theo hướng dẫn của thông báo và nộp đầy đủ hồ sơ trong thời gian quy định.",,
TB_370,"Theo thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương, sinh viên sử dụng mẫu biểu gì khi nộp hồ sơ xét miễn, chuyển đổi kết quả học tập?","Theo thông báo số 370/TB-ĐHBD của Trường Đại học Bình Dương, sinh viên sử dụng mẫu 'ĐỀ NGHỊ XEM XÉT VÀ CÔNG NHẬN GIÁ TRỊ CHUYỂN ĐỔI KẾT QUẢ HỌC TẬP' khi nộp hồ sơ xét miễn, chuyển đổi kết quả học tập.",,
TB_387,Đối tượng nào được đăng ký tham dự Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương?,"Đối tượng được đăng ký tham dự Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương bao gồm học viên cao học, sinh viên tốt nghiệp các đợt trước năm 2023, nghiên cứu sinh, học viên, sinh viên đã hoàn thành và đủ điều kiện tốt nghiệp trong năm 2023.",,
TB_387,Thời gian đăng ký tham dự Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương là khi nào?,Thời gian đăng ký tham dự Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương là từ ngày 24 tháng 5 năm 2023 đến ngày 06 tháng 6 năm 2023.,,
TB_387,Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương dự kiến tổ chức vào thời gian nào?,"Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương dự kiến tổ chức vào buổi sáng ngày 10 tháng 6 năm 2023 (Thứ Bảy), từ 08 giờ 00 đến 11 giờ 00 và buổi chiều từ 14 giờ 00 đến 17 giờ 00.",,
TB_387,Địa điểm tổ chức Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương là ở đâu?,"Địa điểm tổ chức Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương là tại Nhà hát sinh viên (Hội trường I, lầu IV, tòa nhà A), nghiên cứu sinh, học viên, sinh viên tập trung lúc 06 giờ 45 để được hướng dẫn vị trí chỗ ngồi.",,
TB_387,Lệ phí tham dự Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương là bao nhiêu?,"Lệ phí tham dự Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương là 500.000 đồng, trong đó bao gồm 200.000 đồng tiền thế chân lễ phục sẽ được hoàn trả khi sinh viên trả lại lễ phục nguyên vẹn đúng hạn.",,
TB_387,Hình thức nộp lệ phí tham dự Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương là gì?,"Lệ phí tham dự Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương phải nộp trực tiếp, không được chuyển khoản.",,
TB_387,Cách thức đăng ký tham dự và nhận lễ phục của Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương là như thế nào?,"Nghiên cứu sinh, học viên, sinh viên đăng ký tham dự và nhận lễ phục bằng cách liên hệ trực tiếp Phòng Quản lý Đào tạo và Công tác Sinh viên Trường Đại học Bình Dương, có thể nhờ người thân hoặc bạn bè đăng ký và nộp lệ phí.",,
TB_387,"Theo thông báo của Trường Đại học Bình Dương, sinh viên có thể chụp ảnh chân dung phục vụ Lễ tốt nghiệp ở đâu?","Sinh viên có thể chụp ảnh chân dung phục vụ Lễ tốt nghiệp tại Studio của Trường Đại học Bình Dương, ngay Phòng bảo vệ cổng sau Trường, hoặc chụp tại các studio bên ngoài có kinh nghiệm chụp ảnh cưới, sau đó gửi file ảnh đã chỉnh sửa về email daotao@bdu.edu.vn từ ngày 24 tháng 5 năm 2023 đến ngày 06 tháng 6 năm 2023.",,
TB_387,"Theo thông báo của Trường Đại học Bình Dương, những yêu cầu đối với ảnh chân dung tự chụp phục vụ Lễ tốt nghiệp là gì?","Ảnh chân dung tự chụp phục vụ Lễ tốt nghiệp phải đảm bảo chất lượng cao, chủ thể rõ nét, bố cục phù hợp; nữ mặc áo dài, nam mặc áo sơ mi trắng thắt cà vạt; ảnh không đạt yêu cầu sẽ không được trình chiếu tại Lễ tốt nghiệp.",,
TB_387,"Theo thông báo của Trường Đại học Bình Dương, việc tham dự Lễ tốt nghiệp năm 2023 (đợt 2) có bắt buộc không?","Theo thông báo của Trường Đại học Bình Dương, việc tham dự Lễ tốt nghiệp năm 2023 (đợt 2) là tự nguyện, không bắt buộc; sinh viên có thể tham dự các đợt sau nếu không tham gia đợt này.",,
TB_387,"Theo thông báo của Trường Đại học Bình Dương, quy định về thời gian trả lễ phục sau Lễ tốt nghiệp là như thế nào?","Nghiên cứu sinh, học viên, sinh viên phải trả lễ phục vào ngày 10 tháng 6 năm 2023 (Thứ Bảy và Chủ nhật buổi sáng); nếu không trả đúng hạn sẽ không được hoàn lại tiền thế chân và lệ phí sẽ được sử dụng để may lễ phục mới.",,
TB_387,"Theo thông báo của Trường Đại học Bình Dương, sinh viên chưa nộp lệ phí nhận bằng có thể liên hệ đơn vị nào để được hỗ trợ?",Sinh viên chưa nộp lệ phí nhận bằng có thể liên hệ Phòng Truyền thông tại cổng trước Trường Đại học Bình Dương để được hỗ trợ.,,
TB_387,"Theo thông báo của Trường Đại học Bình Dương, sinh viên đăng ký tham dự Lễ tốt nghiệp sẽ nhận bằng chính thức tại đâu và khi nào?","Sinh viên đăng ký tham dự Lễ tốt nghiệp sẽ nhận bằng chính thức tại Phòng Quản lý Đào tạo và Công tác Sinh viên Trường Đại học Bình Dương (gặp thầy Lâm Tuấn Tài) sau khi kết thúc buổi lễ, hoặc vào các ngày thứ Ba và thứ Năm hàng tuần sau ngày 10 tháng 6 năm 2023 nếu không nhận bằng trong thời gian trên.",,
TB_387,Sinh viên cần thực hiện như thế nào để đúng theo hướng dẫn của Trường Đại học Bình Dương về Lễ tốt nghiệp năm 2023 (đợt 2)?,Sinh viên cần thực hiện đúng theo nội dung thông báo về Lễ tốt nghiệp năm 2023 (đợt 2) của Trường Đại học Bình Dương và liên hệ về địa chỉ email daotao@bdu.edu.vn của Phòng Quản lý Đào tạo và Công tác Sinh viên nếu cần hỗ trợ.,,
TB_387,"Theo thông báo của Trường Đại học Bình Dương, phụ huynh và người thân của sinh viên có được tham dự Lễ tốt nghiệp năm 2023 (đợt 2) không?","Theo thông báo của Trường Đại học Bình Dương, phụ huynh và người thân của sinh viên được tham dự Lễ tốt nghiệp năm 2023 (đợt 2) trực tiếp tại hội trường và không giới hạn số lượng.",,
TB_387,"Theo thông báo của Trường Đại học Bình Dương, bằng được trao trên sân khấu trong Lễ tốt nghiệp năm 2023 (đợt 2) có phải là bằng chính thức không?","Theo thông báo của Trường Đại học Bình Dương, bằng được trao trên sân khấu trong Lễ tốt nghiệp năm 2023 (đợt 2) là bằng trưng trưng, không phải bằng chính thức.",,
TB_387,"Theo thông báo của Trường Đại học Bình Dương, sinh viên không tham dự Lễ tốt nghiệp năm 2023 (đợt 2) có thể tham dự các đợt sau không?","Theo thông báo của Trường Đại học Bình Dương, sinh viên không tham dự Lễ tốt nghiệp năm 2023 (đợt 2) có thể đăng ký tham dự các đợt tốt nghiệp sau khi có thông báo.",,
TB_387,"Theo thông báo của Trường Đại học Bình Dương, sinh viên không nhận bằng vào thời gian quy định sau Lễ tốt nghiệp sẽ nhận bằng vào khi nào?","Theo thông báo của Trường Đại học Bình Dương, sinh viên không nhận bằng vào thời gian quy định sau Lễ tốt nghiệp sẽ nhận bằng vào các ngày thứ Ba và thứ Năm hàng tuần sau ngày 10 tháng 6 năm 2023.",,
TB_389,Mục đích của thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương là gì?,Mục đích của thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương là triển khai khảo sát ý kiến người học hệ đại học chính quy về hoạt động giảng dạy trong học kỳ 2 năm học 2023-2024.,,
TB_389,Đối tượng tham gia khảo sát theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương là ai?,Đối tượng tham gia khảo sát theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương là sinh viên đại học chính quy tham gia học tập tại học kỳ 2 năm học 2023-2024.,,
TB_389,Thời gian thực hiện khảo sát ý kiến người học theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương là khi nào?,Thời gian thực hiện khảo sát ý kiến người học theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương bắt đầu từ ngày 03 tháng 6 năm 2024 (thứ Hai) đến ngày 16 tháng 6 năm 2024 (Chủ nhật).,,
TB_389,Hình thức thực hiện khảo sát ý kiến người học theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương là như thế nào?,"Sinh viên thực hiện khảo sát ý kiến người học trực tuyến tại Cổng thông tin sinh viên của Trường Đại học Bình Dương, địa chỉ: https://sv.bdu.edu.vn.",,
TB_389,"Theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương, sinh viên không thực hiện khảo sát sẽ bị ảnh hưởng như thế nào?","Theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương, sinh viên không thực hiện khảo sát sẽ không xem được kết quả học tập, thời khóa biểu, học phí các học kỳ và sẽ bị trừ điểm rèn luyện theo Quy định đánh giá kết quả rèn luyện sinh viên.",,
TB_389,Phòng Quản lý Đào tạo và Công tác Sinh viên của Trường Đại học Bình Dương có trách nhiệm gì trong khảo sát ý kiến người học theo thông báo số 389/TB-ĐHBD?,"Phòng Quản lý Đào tạo và Công tác Sinh viên của Trường Đại học Bình Dương có trách nhiệm tổng kết, lập báo cáo kết quả khảo sát, trình Ban Giám hiệu và gửi về các đơn vị liên quan trước ngày 28 tháng 6 năm 2024.",,
TB_389,Sinh viên cần sử dụng tài khoản gì để đăng nhập Cổng thông tin sinh viên và thực hiện khảo sát theo thông báo số 389/TB-ĐHBD?,Sinh viên cần sử dụng tài khoản đăng ký môn học để đăng nhập Cổng thông tin sinh viên và thực hiện khảo sát theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương.,,
TB_389,"Theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương, sinh viên gặp vấn đề về đăng nhập khảo sát cần liên hệ đơn vị nào để được hỗ trợ?",Sinh viên gặp vấn đề về đăng nhập khảo sát cần liên hệ địa chỉ email: togiaovu@bdu.edu.vn để được Phòng Quản lý Đào tạo và Công tác Sinh viên hỗ trợ kịp thời.,,
TB_389,Thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương yêu cầu các đơn vị và cá nhân thực hiện như thế nào?,"Thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương yêu cầu các đơn vị, cá nhân và sinh viên có liên quan thực hiện nghiêm túc theo tinh thần của thông báo.",,
TB_389,Thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương do ai ký ban hành?,Thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương do Phó Hiệu trưởng Thường trực Đỗ Đoan Trang ký ban hành.,,
TB_389,"Theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương, báo cáo kết quả khảo sát ý kiến người học sẽ được gửi về các đơn vị liên quan trước thời hạn nào?","Theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương, báo cáo kết quả khảo sát ý kiến người học sẽ được gửi về các đơn vị liên quan trước ngày 28 tháng 6 năm 2024.",,
TB_389,"Theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương, đơn vị nào chịu trách nhiệm tổng kết và lập báo cáo khảo sát ý kiến người học?","Theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương, Phòng Quản lý Đào tạo và Công tác Sinh viên chịu trách nhiệm tổng kết và lập báo cáo khảo sát ý kiến người học.",,
TB_389,"Theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương, các đơn vị nào nhận thông báo để biết và thực hiện?","Theo thông báo số 389/TB-ĐHBD của Trường Đại học Bình Dương, các đơn vị nhận thông báo để biết và thực hiện bao gồm Ban Giám hiệu, các đơn vị đào tạo, sinh viên, Phòng Quản lý Đào tạo và Công tác Sinh viên, Phòng Tổ chức Đào tạo, Phòng Kế hoạch Tài chính, Phòng Hành chính Quản trị, các đơn vị tương đương và Hưng Nhượng.",,
TB_401,Thông báo số 401/TB-ĐHBD của Trường Đại học Bình Dương yêu cầu các đơn vị thực hiện những nội dung gì?,"Thông báo số 401/TB-ĐHBD của Trường Đại học Bình Dương yêu cầu các đơn vị hoàn thiện báo cáo kết quả đánh giá giờ giảng học kỳ II và xây dựng kế hoạch dự giờ học kỳ III, năm học 2023 - 2024.",,
TB_401,"Theo thông báo số 401/TB-ĐHBD của Trường Đại học Bình Dương, hạn chót nộp báo cáo kết quả đánh giá giờ giảng học kỳ II là khi nào?","Theo thông báo số 401/TB-ĐHBD của Trường Đại học Bình Dương, hạn chót nộp báo cáo kết quả đánh giá giờ giảng học kỳ II là trước ngày 14 tháng 5 năm 2024.",,
TB_401,"Theo thông báo số 401/TB-ĐHBD của Trường Đại học Bình Dương, hạn chót nộp kế hoạch dự giờ học kỳ III là khi nào?","Theo thông báo số 401/TB-ĐHBD của Trường Đại học Bình Dương, hạn chót nộp kế hoạch dự giờ học kỳ III là trước ngày 22 tháng 5 năm 2024.",,
